T20,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
764,Thailand,2015,Major trading partner 2 (% of exports),China,,11.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
764,Thailand,2020,Major trading partner 2 (% of exports),China,,12.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
764,Thailand,2010,Major trading partner 2 (% of imports),Japan,,20.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
764,Thailand,2015,Major trading partner 2 (% of imports),Japan,,15.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
764,Thailand,2020,Major trading partner 2 (% of imports),Japan,,14.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
764,Thailand,2010,Major trading partner 3 (% of exports),Japan,,10.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
764,Thailand,2015,Major trading partner 3 (% of exports),Japan,,9.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
764,Thailand,2020,Major trading partner 3 (% of exports),Japan,,9.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
764,Thailand,2010,Major trading partner 3 (% of imports),United States,,5.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
764,Thailand,2015,Major trading partner 3 (% of imports),United States,,6.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
764,Thailand,2020,Major trading partner 3 (% of imports),United States,,7.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
626,Timor-Leste,2015,Major trading partner 1 (% of exports),Singapore,,2.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
626,Timor-Leste,2020,Major trading partner 1 (% of exports),Singapore,,45.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
626,Timor-Leste,2010,Major trading partner 1 (% of imports),Indonesia,,19.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
626,Timor-Leste,2015,Major trading partner 1 (% of imports),Indonesia,,31.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
626,Timor-Leste,2020,Major trading partner 1 (% of imports),Indonesia,,34.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
626,Timor-Leste,2010,Major trading partner 2 (% of exports),Republic of Korea,,0.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
626,Timor-Leste,2015,Major trading partner 2 (% of exports),Republic of Korea,,2.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
626,Timor-Leste,2020,Major trading partner 2 (% of exports),Republic of Korea,,21.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
626,Timor-Leste,2010,Major trading partner 2 (% of imports),China,,4.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
626,Timor-Leste,2015,Major trading partner 2 (% of imports),China,,15.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
626,Timor-Leste,2020,Major trading partner 2 (% of imports),China,,31.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
626,Timor-Leste,2010,Major trading partner 3 (% of exports),Japan,,60.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
626,Timor-Leste,2015,Major trading partner 3 (% of exports),Japan,,3.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
626,Timor-Leste,2020,Major trading partner 3 (% of exports),Japan,,14.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
626,Timor-Leste,2015,Major trading partner 3 (% of imports),Singapore,,13.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
626,Timor-Leste,2020,Major trading partner 3 (% of imports),Singapore,,8.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2010,Major trading partner 1 (% of exports),Burkina Faso,,9.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2015,Major trading partner 1 (% of exports),Burkina Faso,,13.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2020,Major trading partner 1 (% of exports),Burkina Faso,,14.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2010,Major trading partner 1 (% of imports),China,,15.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2015,Major trading partner 1 (% of imports),China,,19.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2020,Major trading partner 1 (% of imports),China,,21.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2010,Major trading partner 2 (% of exports),Benin,,4.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2015,Major trading partner 2 (% of exports),Benin,,12.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2020,Major trading partner 2 (% of exports),Benin,,12.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2010,Major trading partner 2 (% of imports),France,,12.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2015,Major trading partner 2 (% of imports),France,,8.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2020,Major trading partner 2 (% of imports),France,,8.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2010,Major trading partner 3 (% of exports),India,,8.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2015,Major trading partner 3 (% of exports),India,,8.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2020,Major trading partner 3 (% of exports),India,,11.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2010,Major trading partner 3 (% of imports),United States,,2.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2015,Major trading partner 3 (% of imports),United States,,2.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
768,Togo,2020,Major trading partner 3 (% of imports),United States,,6.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
772,Tokelau,2015,Major trading partner 1 (% of exports),Singapore,,4.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
772,Tokelau,2020,Major trading partner 1 (% of exports),Singapore,,22.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
772,Tokelau,2010,Major trading partner 1 (% of imports),New Zealand,,0.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
772,Tokelau,2015,Major trading partner 1 (% of imports),New Zealand,,0.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
772,Tokelau,2020,Major trading partner 1 (% of imports),New Zealand,,29.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
772,Tokelau,2010,Major trading partner 2 (% of exports),South Africa,,4.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
772,Tokelau,2015,Major trading partner 2 (% of exports),South Africa,,2.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
772,Tokelau,2020,Major trading partner 2 (% of exports),South Africa,,17.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
772,Tokelau,2010,Major trading partner 2 (% of imports),Samoa,,0.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
772,Tokelau,2015,Major trading partner 2 (% of imports),Samoa,,27.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
772,Tokelau,2020,Major trading partner 2 (% of imports),Samoa,,19.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
772,Tokelau,2010,Major trading partner 3 (% of exports),United States,,11.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
772,Tokelau,2015,Major trading partner 3 (% of exports),United States,,7.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
772,Tokelau,2020,Major trading partner 3 (% of exports),United States,,13.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
772,Tokelau,2010,Major trading partner 3 (% of imports),Ireland,,5.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
772,Tokelau,2015,Major trading partner 3 (% of imports),Ireland,,7.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
772,Tokelau,2020,Major trading partner 3 (% of imports),Ireland,,14.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2010,Major trading partner 1 (% of exports),United States,,16.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2015,Major trading partner 1 (% of exports),United States,,28.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2020,Major trading partner 1 (% of exports),United States,,34.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2010,Major trading partner 1 (% of imports),New Zealand,,31.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2015,Major trading partner 1 (% of imports),New Zealand,,26.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2020,Major trading partner 1 (% of imports),New Zealand,,27.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2010,Major trading partner 2 (% of exports),New Zealand,,16.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2015,Major trading partner 2 (% of exports),New Zealand,,16.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2020,Major trading partner 2 (% of exports),New Zealand,,19.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2010,Major trading partner 2 (% of imports),Fiji,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2015,Major trading partner 2 (% of imports),Fiji,,26.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2020,Major trading partner 2 (% of imports),Fiji,,23.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2010,Major trading partner 3 (% of exports),Australia,,3.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2015,Major trading partner 3 (% of exports),Australia,,8.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2020,Major trading partner 3 (% of exports),Australia,,15.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2010,Major trading partner 3 (% of imports),China,,5.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2015,Major trading partner 3 (% of imports),China,,15.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
776,Tonga,2020,Major trading partner 3 (% of imports),China,,17.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2010,Major trading partner 1 (% of exports),United States,,48.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2015,Major trading partner 1 (% of exports),United States,,41.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2020,Major trading partner 1 (% of exports),United States,,34.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2010,Major trading partner 1 (% of imports),United States,,28.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2015,Major trading partner 1 (% of imports),United States,,32.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2020,Major trading partner 1 (% of imports),United States,,46.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2010,Major trading partner 2 (% of exports),Spain,,2.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2015,Major trading partner 2 (% of exports),Spain,,3.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2020,Major trading partner 2 (% of exports),Spain,,7.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2010,Major trading partner 2 (% of imports),China,,5.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2015,Major trading partner 2 (% of imports),China,,7.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2020,Major trading partner 2 (% of imports),China,,6.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2010,Major trading partner 3 (% of exports),China,,0.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2015,Major trading partner 3 (% of exports),China,,0.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2020,Major trading partner 3 (% of exports),China,,4.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2010,Major trading partner 3 (% of imports),Guyana,,0.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2015,Major trading partner 3 (% of imports),Guyana,,0.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
780,Trinidad and Tobago,2020,Major trading partner 3 (% of imports),Guyana,,5.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2010,Major trading partner 1 (% of exports),France,,28.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2015,Major trading partner 1 (% of exports),France,,29.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2020,Major trading partner 1 (% of exports),France,,29.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2010,Major trading partner 1 (% of imports),Italy,,17.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2015,Major trading partner 1 (% of imports),Italy,,14.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2020,Major trading partner 1 (% of imports),Italy,,15.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2010,Major trading partner 2 (% of exports),Italy,,19.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2015,Major trading partner 2 (% of exports),Italy,,18.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2020,Major trading partner 2 (% of exports),Italy,,16.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2010,Major trading partner 2 (% of imports),France,,18.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2015,Major trading partner 2 (% of imports),France,,17.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2020,Major trading partner 2 (% of imports),France,,14.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2010,Major trading partner 3 (% of exports),Germany,,8.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2015,Major trading partner 3 (% of exports),Germany,,10.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2020,Major trading partner 3 (% of exports),Germany,,12.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2010,Major trading partner 3 (% of imports),China,,6.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2015,Major trading partner 3 (% of imports),China,,8.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
788,Tunisia,2020,Major trading partner 3 (% of imports),China,,9.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2010,Major trading partner 1 (% of exports),Germany,,10.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2015,Major trading partner 1 (% of exports),Germany,,9.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2020,Major trading partner 1 (% of exports),Germany,,9.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2010,Major trading partner 1 (% of imports),China,,9.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2015,Major trading partner 1 (% of imports),China,,12.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2020,Major trading partner 1 (% of imports),China,,10.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2010,Major trading partner 2 (% of exports),United Kingdom,,6.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2015,Major trading partner 2 (% of exports),United Kingdom,,7.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2020,Major trading partner 2 (% of exports),United Kingdom,,6.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2010,Major trading partner 2 (% of imports),Germany,,9.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2015,Major trading partner 2 (% of imports),Germany,,10.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2020,Major trading partner 2 (% of imports),Germany,,9.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2010,Major trading partner 3 (% of exports),United States,,3.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2015,Major trading partner 3 (% of exports),United States,,4.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2020,Major trading partner 3 (% of exports),United States,,6.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2010,Major trading partner 3 (% of imports),Russian Federation,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2015,Major trading partner 3 (% of imports),Russian Federation,,9.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
792,Turkey,2020,Major trading partner 3 (% of imports),Russian Federation,,8.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
795,Turkmenistan,2010,Major trading partner 1 (% of exports),China,,39.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
795,Turkmenistan,2015,Major trading partner 1 (% of exports),China,,77.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
795,Turkmenistan,2020,Major trading partner 1 (% of exports),China,,72.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
795,Turkmenistan,2010,Major trading partner 1 (% of imports),Turkey,,23.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
795,Turkmenistan,2015,Major trading partner 1 (% of imports),Turkey,,27.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
795,Turkmenistan,2020,Major trading partner 1 (% of imports),Turkey,,25.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
795,Turkmenistan,2010,Major trading partner 2 (% of exports),Afghanistan,,4.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
795,Turkmenistan,2015,Major trading partner 2 (% of exports),Afghanistan,,6.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
795,Turkmenistan,2020,Major trading partner 2 (% of exports),Afghanistan,,9.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
795,Turkmenistan,2010,Major trading partner 2 (% of imports),China,,10.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
795,Turkmenistan,2015,Major trading partner 2 (% of imports),China,,12.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
795,Turkmenistan,2020,Major trading partner 2 (% of imports),China,,14.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
795,Turkmenistan,2015,Major trading partner 3 (% of exports),Uzbekistan,,1.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
795,Turkmenistan,2020,Major trading partner 3 (% of exports),Uzbekistan,,4.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
795,Turkmenistan,2010,Major trading partner 3 (% of imports),Russian Federation,,14.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
795,Turkmenistan,2015,Major trading partner 3 (% of imports),Russian Federation,,12.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
795,Turkmenistan,2020,Major trading partner 3 (% of imports),Russian Federation,,13.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
796,Turks and Caicos Islands,2010,Major trading partner 1 (% of exports),United States,,99.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
796,Turks and Caicos Islands,2015,Major trading partner 1 (% of exports),United States,,33.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
796,Turks and Caicos Islands,2020,Major trading partner 1 (% of exports),United States,,32.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
796,Turks and Caicos Islands,2010,Major trading partner 1 (% of imports),United States,,98.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
796,Turks and Caicos Islands,2015,Major trading partner 1 (% of imports),United States,,85.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
796,Turks and Caicos Islands,2020,Major trading partner 1 (% of imports),United States,,80.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
